,volume,timestamp,price,high,low,open,change,coin
999,160.53K,2019-12-14,0.51753,0.5314500000000001,0.51488,0.5302,-2.40%,
1000,165.15K,2019-12-13,0.5302300000000001,0.53317,0.52498,0.5257900000000001,0.83%,
1001,148.12K,2019-12-12,0.5258400000000001,0.53052,0.5189,0.52644,-0.09%,
1002,141.66K,2019-12-11,0.5263300000000001,0.5317700000000001,0.52102,0.5283100000000001,-0.36%,
1003,144.71K,2019-12-10,0.52822,0.5400900000000001,0.52449,0.5372,-1.72%,
1004,134.36K,2019-12-09,0.53744,0.55569,0.53371,0.55112,-2.44%,
1005,120.59K,2019-12-08,0.55088,0.55386,0.54063,0.54759,0.61%,
1006,117.33K,2019-12-07,0.54752,0.55667,0.5465500000000001,0.5509700000000001,-0.66%,
1007,117.43K,2019-12-06,0.55113,0.55261,0.53517,0.5410200000000001,1.85%,
1008,119.80K,2019-12-05,0.5411,0.54606,0.52561,0.5276700000000001,2.53%,
1009,140.53K,2019-12-04,0.52775,0.56186,0.5215000000000001,0.5354,-1.43%,
1010,130.24K,2019-12-03,0.5353800000000001,0.54369,0.5320600000000001,0.5373800000000001,-0.38%,
1011,112.83K,2019-12-02,0.53741,0.54659,0.52795,0.5455,-1.48%,
1012,112.97K,2019-12-01,0.5454600000000001,0.55472,0.53264,0.55447,-1.63%,
1013,122.46K,2019-11-30,0.5545,0.57154,0.54752,0.56899,-2.51%,
1014,156.49K,2019-11-29,0.5688,0.5756600000000001,0.5450200000000001,0.54595,4.19%,
1015,163.47K,2019-11-28,0.5459,0.55676,0.5416300000000001,0.55289,-1.27%,
1016,127.86K,2019-11-27,0.5529400000000001,0.56274,0.50683,0.52825,4.65%,
1017,135.02K,2019-11-26,0.5283500000000001,0.53985,0.5184300000000001,0.5245700000000001,0.66%,
1018,178.09K,2019-11-25,0.5248700000000001,0.54151,0.4831,0.51007,2.94%,
1019,140.90K,2019-11-24,0.50988,0.5432600000000001,0.50753,0.5415,-5.86%,
1020,126.73K,2019-11-23,0.54161,0.54361,0.5223300000000001,0.5368900000000001,0.85%,
1021,167.17K,2019-11-22,0.5370400000000001,0.5690900000000001,0.50222,0.56457,-4.86%,
1022,149.72K,2019-11-21,0.56445,0.60167,0.5529200000000001,0.5992900000000001,-5.81%,
1023,118.48K,2019-11-20,0.59926,0.6075,0.59431,0.6029,-0.61%,
1024,137.51K,2019-11-19,0.6029500000000001,0.60945,0.59391,0.6073500000000001,-0.73%,
1025,122.81K,2019-11-18,0.60736,0.63431,0.60052,0.63431,-4.27%,
1026,117.18K,2019-11-17,0.63443,0.6409600000000001,0.6228800000000001,0.63163,0.46%,
1027,117.81K,2019-11-16,0.6315500000000001,0.63299,0.62785,0.6290300000000001,0.41%,
1028,139.64K,2019-11-15,0.6289800000000001,0.65041,0.6226700000000001,0.6425900000000001,-2.10%,
1029,111.25K,2019-11-14,0.6424700000000001,0.65341,0.6383300000000001,0.6519400000000001,-1.45%,
1030,112.01K,2019-11-13,0.6519100000000001,0.6545000000000001,0.64754,0.65373,-0.25%,
1031,112.34K,2019-11-12,0.6535500000000001,0.6568,0.63861,0.64793,0.88%,
1032,129.78K,2019-11-11,0.6478600000000001,0.6728700000000001,0.6425900000000001,0.6710400000000001,-3.47%,
1033,122.20K,2019-11-10,0.6711400000000001,0.67366,0.6497700000000001,0.6541300000000001,2.62%,
1034,128.96K,2019-11-09,0.6539900000000001,0.65768,0.6469400000000001,0.64983,0.66%,
1035,139.57K,2019-11-08,0.64971,0.68261,0.6427200000000001,0.67854,-4.22%,
1036,119.00K,2019-11-07,0.67837,0.6944300000000001,0.6722300000000001,0.6926800000000001,-2.08%,
1037,116.43K,2019-11-06,0.6927700000000001,0.6982,0.68603,0.6880400000000001,0.70%,
1038,119.39K,2019-11-05,0.6879400000000001,0.6973100000000001,0.67781,0.6910000000000001,-0.45%,
1039,108.27K,2019-11-04,0.6910700000000001,0.69889,0.6680100000000001,0.6692100000000001,3.25%,
1040,108.32K,2019-11-03,0.6693300000000001,0.67135,0.6680100000000001,0.67,-0.06%,
1041,121.82K,2019-11-02,0.66973,0.6724500000000001,0.66744,0.6689,0.10%,
1042,130.52K,2019-11-01,0.6690600000000001,0.67212,0.6661400000000001,0.67164,-0.46%,
1043,117.08K,2019-10-31,0.67212,0.6800700000000001,0.66656,0.67308,-0.22%,
1044,107.73K,2019-10-30,0.67357,0.6941900000000001,0.6641,0.6931600000000001,-2.88%,
1045,100.81K,2019-10-29,0.6935600000000001,0.69762,0.6717200000000001,0.67488,2.75%,
1046,118.13K,2019-10-28,0.675,0.7217800000000001,0.6749900000000001,0.6953400000000001,-2.93%,
1047,121.27K,2019-10-27,0.69537,0.7113,0.6627700000000001,0.6728200000000001,3.24%,
1048,152.74K,2019-10-26,0.6735300000000001,0.7445200000000001,0.6404200000000001,0.6409600000000001,5.08%,
1049,151.60K,2019-10-25,0.6409400000000001,0.6466400000000001,0.55198,0.55406,15.62%,
1050,130.26K,2019-10-24,0.5543600000000001,0.56277,0.54703,0.5566800000000001,-0.41%,
1051,144.02K,2019-10-23,0.55666,0.60248,0.54198,0.59709,-6.78%,
1052,152.87K,2019-10-22,0.59716,0.61726,0.59628,0.61045,-2.20%,
1053,127.90K,2019-10-21,0.61058,0.61721,0.6042500000000001,0.60824,0.38%,
1054,141.38K,2019-10-20,0.60824,0.6171300000000001,0.58462,0.5894600000000001,3.18%,
1055,129.16K,2019-10-19,0.58947,0.6000700000000001,0.58813,0.5928300000000001,-0.57%,
1056,144.36K,2019-10-18,0.59287,0.60923,0.5813400000000001,0.6018800000000001,-1.51%,
1057,130.36K,2019-10-17,0.6019800000000001,0.62119,0.59553,0.6117900000000001,-1.55%,
1058,133.70K,2019-10-16,0.6114700000000001,0.62114,0.59423,0.61821,-0.76%,
1059,112.94K,2019-10-15,0.61617,0.61943,0.6134000000000001,0.6177600000000001,-0.24%,
1060,106.42K,2019-10-14,0.61767,0.6178400000000001,0.6096900000000001,0.6118600000000001,0.94%,
1061,124.92K,2019-10-13,0.61194,0.62133,0.60548,0.6068600000000001,0.76%,
1062,123.68K,2019-10-12,0.6073200000000001,0.62007,0.60299,0.6030300000000001,0.61%,
1063,123.60K,2019-10-11,0.60365,0.63932,0.60353,0.63568,-5.06%,
1064,108.63K,2019-10-10,0.6357900000000001,0.63758,0.6257600000000001,0.6305900000000001,0.61%,
1065,121.66K,2019-10-09,0.6319600000000001,0.6422100000000001,0.59518,0.6010500000000001,5.12%,
1066,135.98K,2019-10-08,0.60118,0.6169600000000001,0.59609,0.6078300000000001,-1.09%,
1067,126.15K,2019-10-07,0.60782,0.61273,0.5781900000000001,0.5791700000000001,4.92%,
1068,122.04K,2019-10-06,0.5793200000000001,0.59728,0.57764,0.5968300000000001,-2.92%,
1069,118.62K,2019-10-05,0.59675,0.59784,0.58796,0.59682,-0.03%,
1070,128.21K,2019-10-04,0.5969,0.6033700000000001,0.59143,0.60313,-1.03%,
1071,132.56K,2019-10-03,0.60309,0.6112500000000001,0.5946,0.60667,-0.59%,
1072,118.91K,2019-10-02,0.6066600000000001,0.6104900000000001,0.5996,0.60858,-0.34%,
1073,120.18K,2019-10-01,0.6087300000000001,0.61706,0.60526,0.60709,0.25%,
1074,107.47K,2019-09-30,0.60724,0.6107100000000001,0.5682400000000001,0.5880500000000001,3.30%,
